author,text,bias,type,audience
Mark Pocan (Representative from Wisconsin),I am proud to join my colleagues today to unveil the @USProgressives Caucus #BetterOff Budget.,neutral,policy,constituency
Janice Hahn (Representative from California),Coming in to Pier A in #NY after touring the harbor with the special Panel on #Freight #Transportation. http://t.co/skGUnIg4VN,neutral,support,national
Frank Pallone (Representative from New Jersey),To honor Sakia GunnÛªs memory letÛªs take real action for LGBTQ #Equality &amp;against violence/discrimination @AAOGCNewark http://t.co/5SVBu2sIUK,neutral,mobilization,constituency
Robert Hurt (Representative from Virginia),RobertÛªs Round-Up: July Monthly Video Address: http://t.co/uVGHyI5QmH #VA5,neutral,support,national
Cory Booker (Senator from New Jersey),@dwaynebenji Thank you so much Dwayne!!!!,neutral,personal,national
Daniel Coats (Senator from Indiana),Today I was honored to attend ShelbyvilleÛªs 2-238th General Support Aviation BattalionÛªs departure ceremony before they deploy to Kuwait.,neutral,other,national
Steny Hoyer (Representative from Maryland),"TodayÛªs sked: http://t.co/GxhSkKWDfq House voting on Senate-passed #VAWA, but no bill to #StoptheSequester",neutral,policy,national
C.A. Dutch Ruppersberger (Representative from Maryland),$10M in federal funds will help relieve congestion around @FtMeadeMD! More: http://t.co/biOp5x3HYX,neutral,policy,national
Mark Pocan (Representative from Wisconsin),Recent grads find themselves unable to participate in our economy due to their mountain of debt. #BankOnStudents #p2 http://t.co/pxrwwAVn7h,neutral,policy,national
John McCain (Senator from Arizona),A great lunch at Hotel Congress in #Tucson - one of the great historic hotels of #Arizona http://t.co/Z6uIyIFX,neutral,personal,constituency
Sheldon Whitehouse (Senator from Rhode Island),"MT ""@Nature_Florida: Touring New River, @FTLCityNews w/Mayor @JackSeiler &amp; @SenWhitehouse to see #KingTide in action http://t.co/v93lIB3mfVÛ",neutral,personal,national
Ann Kuster (Representative from New Hampshire),thx 4 all u do! RT @StraffordCAP Thanks for the warm welcome from @RepAnnieKuster staff. #CommunityAction looks forward to working with you,neutral,personal,constituency
Mary Landrieu (Senator from Louisiana),"It's been a long time coming, but we have come together to #KeepThePromise to our #veterans  WATCH @KATCTV3's recap: http://t.co/M1WRAUqtj5",neutral,media,national
Keith Ellison (Representative from Minnesota),@BiggerPictureMN yep,neutral,information,national
Kay Granger (Representative from Texas),Congrats to Olympia Williamson: 2013 Air National Guard Outstanding Guard of the Year! We're so proud and grateful! #NationalGuard,neutral,personal,national
Lynn Westmoreland (Representative from Georgia),TUNE IN: I'm speaking NOW on the floor. http://t.co/dPimjI88,neutral,media,national
Frank Pallone (Representative from New Jersey),"Hazlet Business Owners Association sponsoring food drive in #Keansburg, #NJ through 2/28 - to help call 732.888.8118",neutral,mobilization,constituency
Ileana Ros-Lehtinen (Representative from Florida),We must ensure that @iflymia has all #Ebola preparedness measures in place 2 prevent a future health crisis http://t.co/nTKONuZBm7,neutral,policy,national
David Schweikert (Representative from Arizona),All AZ is heartbroken tonight over loss of life in #YarnellFire. Joyce and I are praying for #YavapaiCounty &amp; families of 1st responders,neutral,support,national
Kerry Bentivolio (Representative from Michigan),We will vote on the Working Families Flexibility Act. Would you like the flexibility to choose how you're comp'd for overtime? #YourTime,neutral,policy,national
Scott Peters (Representative from California),"Joined with Howard &amp; Jean Somers last weekend, as part of 'Operation Engage America,' to raise awareness around PTSD. http://t.co/A1DmhFoABu",neutral,personal,national
Dennis Ross (Representative from Florida),"Sign up for my e-newsletter by clicking here:
 http://t.co/14augaGfNr",neutral,other,national
Julia Brownley (Representative from California),28 million hardworking Americans will benefit if @HouseGOP joins Dems to #RaiseTheWage. Let's get this done! http://t.co/dR0Wkw9YQM,neutral,support,national
Mark Pryor (Senator from Arkansas),"RT @ArkBusiness: Mark Pryor, John Boozman Introduce Bill to Help Farmers Affected by Turner Grain http://t.co/r5UWCdyto3",neutral,information,national
Marsha Blackburn (Representative from Tennessee),Thanks to @RepMikeRogers for cosponsoring HR 2809. #DelayDefund,neutral,support,national
Juan Vargas (Representative from California),Thank you for hosting a briefing to discuss need for shelter and services for child sex trafficking victims @SharedHope @ecpatusa #DMSTR,neutral,support,national
Jim Renacci (Representative from Ohio),ICYMI: The Record-Courier caught up with me at the Randolph Senior Center yesterday - read the story here: http://t.co/lZRSNbCZGK,neutral,support,national
Dave Loebsack (Representative from Iowa),"Hey @MumfordAndSons, @CityofOttumwa CanÛªt Wait for You! Great to see the community come together for this video. http://t.co/Aumcw8lWgn",neutral,personal,constituency
Amy Klobuchar (Senator from Minnesota),Thnx @SenatorBarb Mikulski @SenBlumenthal @maziehirono 4 cosponsoring the Smartphone Theft Prevention Act.1/3 of burglaries are now cells!,neutral,policy,national
Frank Pallone (Representative from New Jersey),"Congrats to Frank Darcy, Irishman of the Year, at Woodbridge St Patrick's Day Parade. Marched with @WoodbridgeMayor McCormac &amp; council.",neutral,support,national
Mario Diaz-Balart (Representative from Florida),Stopped by @AveMariaLaw earlier this afternoon to talk to students &amp; faculty about issues imp to them #FL25 http://t.co/IZ2kNFGl41,neutral,personal,constituency
Elijah Cummings (Representative from Maryland),"Please tune-in to @CNNSitRoom with Wolf Blitzer today at 5pm, I will be discussing the #WaronPoverty50th Anniversary",neutral,personal,national
Frank LoBiondo (Representative from New Jersey),RT @GovChristie: Help support @SandyNJRelief by eating out on June 19th for @NationalDineOut Day. Mary Pat has all the details here: http:/Û_,neutral,constituency,constituency
Doug Lamborn (Representative from Colorado),An update on fight to protect religious freedom in military on Tony Perkins radio show today at 5:35 ET http://t.co/iW6uo1svXG,neutral,personal,national
Jackie Speier (Representative from California),Join me for a Google Hangout 2/4 to discuss actions to combat campus sexual assault w/ @knowyourIX @NWLC @AAUW http://t.co/VAsvJrgfuk,neutral,personal,national
John Boehner (Representative from Ohio),Early coverage of Weekly GOP Address: http://t.co/RBuz3Oy4pk @RepFitzpatrick celebrates spirit &amp; ingenuity of AmericaÛªs workers,neutral,other,national
Marcia Fudge (Representative from Ohio),More than 50 million seniors and people with disabilities are covered under #Medicare.   Medicare works ÛÒ happy 49th anniversary.,neutral,policy,national
Lynn Jenkins (Representative from Kansas),Happening now: Ways &amp; Means hearing w/ IRS Commissioner Koskinen. Tune in to http://t.co/u9cJET2oml to hear my question re: ACA tax concerns,neutral,support,national
Mike Quigley (Representative from Illinois),@MidwestSarabeth sounds like he's one tough player! Sure he'd teach the kids well,neutral,personal,national
Martin Heinrich (Senator from New Mexico),Celebrating @IAIASantaFeÛªs 50 yrs of cultivating art and cultural identity in its students in #NM. @SmithsonianNMAI http://t.co/yhQQB5wFbN,neutral,personal,national
Kevin Cramer (Representative from North Dakota),Former NFL punter Brian Hansen speaks at http://t.co/JXZQsDVhoK today.,neutral,media,constituency
Greg Walden (Representative from Oregon),"Kicking off a town hall meeting in Fossil, my 23rd town hall in 2013. http://t.co/uxzz4TtYCj",neutral,constituency,constituency
Joe Manchin III (Senator from West Virginia),Skyping with Magnolia High School students. Very proud of their anti-bullying efforts. https://t.co/TFFj6rEbFM,neutral,personal,national
Scott DesJarlais (Representative from Tennessee),"Over the weekend, the House unanimously voted to approve backpay for furloughed workers: http://t.co/kD5J63CC2c",neutral,information,national
Blake Farenthold (Representative from Texas),"Congrats to @SouthwestAir: 43 yrs ago, 1st flights out of @DallasLoveField. We LUV having you serve #TX27 via @CCIntAirport &amp; @AUStinAirport",neutral,personal,constituency
Susan Davis (Representative from California),"In light of the allegations that #Syria used chemical weapons on its people, what do you think the US response should be, if any?",neutral,mobilization,national
Tony Cardenas (Representative from California),"#tbt to 2008, when I led the adoption of LA's first mandatory spay and neuter law. Throughout my career, I've... http://t.co/1VJiCBISP6",neutral,information,national
Eddie Johnson (Representative from Texas),ÛÏWomenÛªs rights are human rights.Û ÛÒ Former Secretary of State Hillary Clinton http://t.co/iqBQ1Eqian,neutral,policy,national
Rick Crawford (Representative from Arkansas),We need to work with the Corps of Engineers to get quality work done in a timely manner. Lets get these projects moving. #WaterResource,neutral,policy,national
Luke Messer (Representative from Indiana),How is ObamaCare affecting you? Have a question about implementation? Tell me using #AskSebelius. #pjnet #tcot,neutral,support,national
Elizabeth Esty (Representative from Connecticut),Here we go Huskies! It's the homestretch now #BleedBlue #caNINEs @UConnWBB,neutral,constituency,constituency
Michael Crapo (Senator from Idaho),"Op-Ed: Last month, the #FDA took a welcome step in announcing it would revise its proposed fresh produce rules. http://t.co/1hr8OIQXJ9",neutral,information,national
Tim Griffin (Representative from Arkansas),Ask a question in my online townhall @CrowdHall and vote on your favorites! http://t.co/xGQnFWzxnW #ar2 #arkansas #tcot #CutWaste #sequester,neutral,media,constituency
Bill Huizenga (Representative from Michigan),".@Mlive: Muskegon manufacturer planning $5 million expansion, creating 50 new jobs http://t.co/pU8z6CtM6z #MI4Jobs #WIOA",neutral,personal,constituency
Sanford Bishop Jr. (Representative from Georgia),.@colsgachamber RT: Happy to announce my membership with the Congressional Defense Communities Caucus. #veterans,neutral,personal,national
Chaka Fattah (Representative from Pennsylvania),New therapy slashes breast cancer rates 50%; results unveiled in San Antonio symposium http://t.co/3Xq97yjRYw via @houstonchron,neutral,information,national
Ted Cruz (Senator from Texas),"Prayers for the Navy Yard victims, their families and for first responders who rushed to protect those in danger and work to secure the area",neutral,personal,national
Henry Cuellar (Representative from Texas),Veterans have a new online resource to connect with employers #jobs #opportunity ÛÒ RT to share https://t.co/Ix7d3afcnf,neutral,information,national
Tom Rooney (Representative from Florida),#Obamanomics: Higher taxes -&gt; Lower Consumer Spending -&gt; Slow Economic growth. http://t.co/1C6dv7kzQ4,neutral,support,national
Paul Tonko (Representative from New York),Check out the new @Voices4Service report celebrating 20 years of #gettingthingsdone with @AmeriCorps. #AmeriCorps20 http://t.co/jnJ9Jz5zBe,neutral,information,national
